company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_year,raised_amount_usd
/company/meddik,Meddik,health,USA,NY,New York,New York,/financial-organization/collaborative-fund,Collaborative Fund,,USA,NY,New York,New York,angel,2012-05-24,2012,750000
/company/sherpaa,Sherpaa,health,USA,NY,New York,Brooklyn,/financial-organization/collaborative-fund,Collaborative Fund,,USA,NY,New York,New York,series-a,2012-08-20,2012,1800000
/company/karma-2,"Karma Mobility, Inc.",mobile,USA,NY,New York,New York,/financial-organization/collaborative-fund,Collaborative Fund,,USA,NY,New York,New York,angel,2012-08-15,2012,1000000
/company/winetworks,WiNetworks,mobile,USA,NY,New York,New York,/financial-organization/columbia-capital,Columbia Capital,,USA,VA,Washington DC,Alexandria,venture,2009-03-05,2009,8000000
/company/winetworks,WiNetworks,mobile,USA,NY,New York,New York,/financial-organization/columbia-capital,Columbia Capital,,USA,VA,Washington DC,Alexandria,series-b,2006-08-18,2006,11000000
/company/globalone-group,GlobalOne Group,enterprise,USA,NY,New York,New York,/financial-organization/columbia-capital,Columbia Capital,,USA,VA,Washington DC,Alexandria,venture,2011-08-24,2011,
/company/payperks,PayPerks,finance,USA,NY,New York,New York,/financial-organization/columbia-university-lang-fund,Columbia University Lang Fund,,,,unknown,,angel,2010-09-01,2010,
/company/giant-realm,Giant Realm,web,USA,NY,New York,New York,/financial-organization/comcast-interactive-capital,Comcast Ventures,,USA,CA,SF Bay,San Francisco,series-a,2008-03-01,2008,3500000
/company/visible-world,Visible World,advertising,USA,NY,New York,New York,/financial-organization/comcast-interactive-capital,Comcast Ventures,,USA,CA,SF Bay,San Francisco,series-c+,2008-04-14,2008,25000000
/company/jingle-networks,Jingle Networks,mobile,USA,NY,New York,New York,/financial-organization/comcast-interactive-capital,Comcast Ventures,,USA,CA,SF Bay,San Francisco,series-c+,2009-02-04,2009,7500000
/company/enterproid,Enterproid,enterprise,USA,NY,New York,New York,/financial-organization/comcast-interactive-capital,Comcast Ventures,,USA,CA,SF Bay,San Francisco,series-a,2011-10-06,2011,11000000
/company/whosay,WhoSay,games_video,USA,NY,New York,New York,/financial-organization/comcast-interactive-capital,Comcast Ventures,,USA,CA,SF Bay,San Francisco,series-c+,2012-07-24,2012,12000000
/company/electnext,ElectNext,analytics,USA,NY,New York,New York,/financial-organization/comcast-interactive-capital,Comcast Ventures,,USA,CA,SF Bay,San Francisco,angel,2013-04-02,2013,1300000
/company/yieldbot,Yieldbot,advertising,USA,NY,New York,New York,/financial-organization/commonangels-3,CommonAngels,,USA,MA,Boston,Cambridge,angel,2010-12-01,2010,1200000
/company/yieldbot,Yieldbot,advertising,USA,NY,New York,New York,/financial-organization/commonangels-3,CommonAngels,,USA,MA,Boston,Cambridge,series-a,2012-02-22,2012,4200000
/company/yieldbot,Yieldbot,advertising,USA,NY,New York,New York,/financial-organization/commonangels-3,CommonAngels,,USA,MA,Boston,Cambridge,series-a,2013-07-01,2013,5000000
/company/reval-com,Reval.com,software,USA,NY,New York,New York,/financial-organization/commonwealth-capital-ventures,Commonwealth Capital Ventures,,USA,MA,Boston,Boston,venture,2009-08-26,2009,16000000
/company/reval-com,Reval.com,software,USA,NY,New York,New York,/financial-organization/commonwealth-capital-ventures,Commonwealth Capital Ventures,,USA,MA,Boston,Boston,venture,2007-07-23,2007,28000000
/company/stellaservice,StellaService,software,USA,NY,New York,New York,/financial-organization/consigliere-brand-capital-llc,"Consigliere Brand Capital, LLC",,USA,NY,New York,New York,series-a,2011-03-21,2011,2000000
/company/contently,Contently,enterprise,USA,NY,New York,New York,/financial-organization/consigliere-brand-capital-llc,"Consigliere Brand Capital, LLC",,USA,NY,New York,New York,series-a,2012-01-08,2012,2000000
/company/ideeli,ideeli,ecommerce,USA,NY,New York,New York,/financial-organization/constellation-growth-capital,Constellation Growth Capital,,USA,NY,New York,New York,series-c+,2011-04-28,2011,41000000
/company/motionbox,Motionbox,games_video,USA,NY,New York,New York,/financial-organization/constellation-ventures,Constellation Ventures,,USA,NY,New York,New York,series-b,2007-12-01,2007,7000000
/company/motionbox,Motionbox,games_video,USA,NY,New York,New York,/financial-organization/constellation-ventures,Constellation Ventures,,USA,NY,New York,New York,series-c+,2009-01-14,2009,6000000
/company/crispy-gamer,Crispy Gamer,games_video,USA,NY,New York,New York,/financial-organization/constellation-ventures,Constellation Ventures,,USA,NY,New York,New York,series-a,2008-10-27,2008,8250000
/company/ideeli,ideeli,ecommerce,USA,NY,New York,New York,/financial-organization/constellation-ventures,Constellation Ventures,,USA,NY,New York,New York,series-b,2009-12-07,2009,20000000
/company/quovo,Quovo,analytics,USA,NY,New York,New York,/financial-organization/continuity-capital,Continuity Capital,,,,unknown,,series-a,2013-01-01,2013,1100000
/company/media6degrees,Dstillery (formerly Media6Degrees),advertising,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2008-08-14,2008,9000000
/company/kohort,Kohort,social,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2011-04-04,2011,3000000
/company/voxy,Voxy,education,USA,NY,New York,NYC,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2011-07-10,2011,2800000
/company/zipmark,Zipmark,mobile,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2011-12-13,2011,2000000
/company/tiqiq,TiqIQ,ecommerce,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2012-02-02,2012,1700000
/company/voxy,Voxy,education,USA,NY,New York,NYC,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2012-03-26,2012,4000000
/company/datadog,Datadog,software,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,angel,2011-04-29,2011,
/company/movableink,MovableInk,advertising,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2011-07-13,2011,1300000
/company/estimize,Estimize,finance,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2012-09-11,2012,1200000
/company/fieldlens,FieldLens,mobile,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2012-09-18,2012,1925000
/company/datadog,Datadog,software,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2012-11-21,2012,6200000
/company/true-office,True Office,games_video,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2013-01-24,2013,3000000
/company/bench,Bench,software,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2013-07-16,2013,2000000
/company/movableink,MovableInk,advertising,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-b,2013-05-08,2013,11000000
/company/youbeauty-com,YouBeauty,fashion,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2013-07-30,2013,8600000
/company/zipmark,Zipmark,mobile,USA,NY,New York,New York,/financial-organization/contour-ventures,Contour Venture Partners,,USA,NY,New York,New York,series-a,2013-08-14,2013,1500000
/company/plastyc,Plastyc,finance,USA,NY,New York,New York,/financial-organization/core-vc,Core VC,,USA,CA,Los Angeles,Los Angeles,series-b,2011-02-06,2011,2000000
/company/media6degrees,Dstillery (formerly Media6Degrees),advertising,USA,NY,New York,New York,/financial-organization/coriolis-ventures,Coriolis Ventures,,USA,NY,New York,New York,other,2008-05-01,2008,2000000
/company/media6degrees,Dstillery (formerly Media6Degrees),advertising,USA,NY,New York,New York,/financial-organization/coriolis-ventures,Coriolis Ventures,,USA,NY,New York,New York,series-a,2008-08-14,2008,9000000
/company/magnetic,Magnetic,advertising,USA,NY,New York,New York,/financial-organization/coriolis-ventures,Coriolis Ventures,,USA,NY,New York,New York,angel,2009-03-16,2009,1250000
/company/challengepost,ChallengePost,web,USA,NY,New York,New York,/financial-organization/coriolis-ventures,Coriolis Ventures,,USA,NY,New York,New York,angel,2009-06-29,2009,500000
/company/integralads,Integral Ad Science,advertising,USA,NY,New York,New York,/financial-organization/coriolis-ventures,Coriolis Ventures,,USA,NY,New York,New York,series-b,2010-07-06,2010,7250000
/company/challengepost,ChallengePost,web,USA,NY,New York,New York,/financial-organization/coriolis-ventures,Coriolis Ventures,,USA,NY,New York,New York,series-a,2011-08-09,2011,4100000
/company/grovo,Grovo,web,USA,NY,New York,New York,/financial-organization/costanoa-venture-capital,Costanoa Venture Capital,,USA,CA,SF Bay,Palo Alto,series-a,2013-07-17,2013,5500000
/company/traffiq,TRAFFIQ,advertising,USA,NY,New York,New York,/financial-organization/court-square-ventures,Court Square Ventures,,USA,VA,Charlottesville,Charlottesville,series-a,2006-09-06,2006,4000000
/company/traffiq,TRAFFIQ,advertising,USA,NY,New York,New York,/financial-organization/court-square-ventures,Court Square Ventures,,USA,VA,Charlottesville,Charlottesville,series-b,2009-08-05,2009,10000000
/company/traffiq,TRAFFIQ,advertising,USA,NY,New York,New York,/financial-organization/court-square-ventures,Court Square Ventures,,USA,VA,Charlottesville,Charlottesville,venture,2010-08-10,2010,4000000
/company/themarkets,TheMarkets,web,USA,NY,New York,New York,/financial-organization/credit-suisse,Credit Suisse,,CHE,,Zurich,Zurich,venture,2007-07-12,2007,30000000
/company/dynasec,easy2comply (Dynasec),software,USA,NY,New York,New York,/financial-organization/credit-suisse,Credit Suisse,,CHE,,Zurich,Zurich,series-a,2007-10-02,2007,1000000
/company/ideeli,ideeli,ecommerce,USA,NY,New York,New York,/financial-organization/credit-suisse,Credit Suisse,,CHE,,Zurich,Zurich,series-c+,2012-06-21,2012,30000000
/company/plyfe,Plyfe,web,USA,NY,New York,New York City,/financial-organization/crosscut-ventures,Crosscut Ventures,,USA,CA,Los Angeles,Santa Monica,angel,2012-11-29,2012,750000
/company/enigma-technologies,Enigma Technologies,analytics,USA,NY,New York,New York,/financial-organization/crosslink-capital,Crosslink Capital,,USA,CA,SF Bay,San Francisco,angel,2013-02-27,2013,1100000
/company/globalserve,GlobalServe,finance,USA,NY,New York,Valhalla,/financial-organization/crosstechnology-venture-partners,CrossTechnology Venture Partners,,JPN,,Tokyo,Tokyo,series-c+,2007-07-12,2007,4920000
/company/foursquare,Foursquare,mobile,USA,NY,New York,New York,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,series-c+,2011-06-24,2011,50000000
/company/tumblr,Tumblr,web,USA,NY,New York,New York,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,venture,2011-09-26,2011,85000000
/company/codecademy,Codecademy,web,USA,NY,New York,New York,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,venture,2011-10-27,2011,2500000
/company/yext,Yext,software,USA,NY,New York,New York,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,series-c+,2012-06-12,2012,27000000
/company/stamped,Stamped,mobile,USA,NY,New York,New York,/financial-organization/crunchfund,CrunchFund,,USA,CA,SF Bay,San Francisco,series-a,2012-07-25,2012,1500000
/company/scrollmotion,ScrollMotion,software,USA,NY,New York,New York,/financial-organization/cue-ball,Cue Ball,,USA,MA,Boston,Boston,series-c+,2012-10-15,2012,18900000
/company/stylesight,Stylesight,fashion,USA,NY,New York,NEW YORK,/financial-organization/cue-ball,Cue Ball,,USA,MA,Boston,Boston,series-b,2010-03-02,2010,5000000
/company/knovel,Knovel,enterprise,USA,NY,New York,New York,/financial-organization/cue-ball,Cue Ball,,USA,MA,Boston,Boston,venture,2010-01-01,2010,
/company/ideeli,ideeli,ecommerce,USA,NY,New York,New York,/financial-organization/cue-ball,Cue Ball,,USA,MA,Boston,Boston,series-c+,2011-04-28,2011,41000000
/company/yapp,Yapp,mobile,USA,NY,New York,New York City,/financial-organization/cue-ball,Cue Ball,,USA,MA,Boston,Boston,angel,2012-04-05,2012,
/company/longtail-video,LongTail Video,advertising,USA,NY,New York,New York,/financial-organization/cue-ball,Cue Ball,,USA,MA,Boston,Boston,venture,2012-11-02,2012,5000000
/company/seekingalpha,Seeking Alpha,finance,USA,NY,New York,New York,/financial-organization/dag-ventures,DAG Ventures,,USA,CA,SF Bay,Palo Alto,series-b,2009-12-01,2009,7000000
/company/vringo,Vringo,software,USA,NY,New York,New York,/financial-organization/dag-ventures,DAG Ventures,,USA,CA,SF Bay,Palo Alto,venture,2011-07-27,2011,2500000
/company/trusted-insight,Trusted Insight,web,USA,NY,New York,New York,/financial-organization/data-collective,Data Collective,,USA,CA,SF Bay,San Francisco,angel,2013-08-21,2013,
/company/vee24,Vee24,ecommerce,USA,NY,New York,New York,/financial-organization/data-point-capital,Data Point Capital,,USA,MA,Boston,Boston,series-a,2013-08-06,2013,5500000
/company/bombfell,Bombfell,fashion,USA,NY,New York,New York,/financial-organization/david-shen-ventures,David Shen Ventures,,USA,CA,SF Bay,Palo Alto,angel,2013-02-13,2013,730000
/company/cognitive-match,Cognitive Match,advertising,USA,NY,New York,New York,/financial-organization/dawn-capital,Dawn Capital,,GBR,,London,London,series-a,2009-07-01,2009,1650000
/company/cognitive-match,Cognitive Match,advertising,USA,NY,New York,New York,/financial-organization/dawn-capital,Dawn Capital,,GBR,,London,London,series-b,2010-02-04,2010,2500000
/company/cognitive-match,Cognitive Match,advertising,USA,NY,New York,New York,/financial-organization/dawn-capital,Dawn Capital,,GBR,,London,London,series-c+,2011-05-18,2011,6000000
/company/peer39,Peer39,advertising,USA,NY,New York,New York,/financial-organization/dawntreader-ventures,Dawntreader Ventures,,USA,NY,New York,New York,series-a,2007-02-01,2007,3000000
/company/peer39,Peer39,advertising,USA,NY,New York,New York,/financial-organization/dawntreader-ventures,Dawntreader Ventures,,USA,NY,New York,New York,series-b,2007-09-01,2007,8200000
/company/visible-world,Visible World,advertising,USA,NY,New York,New York,/financial-organization/dawntreader-ventures,Dawntreader Ventures,,USA,NY,New York,New York,series-c+,2008-04-14,2008,25000000
/company/peer39,Peer39,advertising,USA,NY,New York,New York,/financial-organization/dawntreader-ventures,Dawntreader Ventures,,USA,NY,New York,New York,series-c+,2009-05-27,2009,10500000
/company/ak-networks,AdKeeper,advertising,USA,NY,New York,New York,/financial-organization/dcm,DCM,,USA,CA,SF Bay,Menlo Park,series-b,2011-01-03,2011,35000000
/company/keep-holdings,Keep Holdings,fashion,USA,NY,New York,New York,/financial-organization/dcm,DCM,,USA,CA,SF Bay,Menlo Park,series-b,2011-01-01,2011,35000000
/company/payperks,PayPerks,finance,USA,NY,New York,New York,/financial-organization/dcm,DCM,,USA,CA,SF Bay,Menlo Park,series-a,2012-09-01,2012,
/company/sponsorhub,SponsorHub,finance,USA,NY,New York,New York,/financial-organization/deciens-capital,Deciens Capital,,USA,CA,SF Bay,San Francisco,series-a,2011-12-08,2011,
/company/doodledeals-inc,DoodleDeals Inc.,web,USA,NY,New York,New York,/financial-organization/deep-creek-capital,Deep Creek Capital,,USA,NY,New York,New York,series-a,2010-02-01,2010,1270000
/company/weplay,Weplay,web,USA,NY,New York,New York,/financial-organization/deep-fork-advisors,Deep Fork Advisors,,USA,OK,Tulsa,Jenks,series-b,2008-08-05,2008,8600000
/company/amiestreet,Amie Street,web,USA,NY,New York,Long Island City,/financial-organization/deep-fork-capital,Deep Fork Capital,,USA,CA,SF Bay,Menlo Park,series-b,2009-10-08,2009,3900000
/company/spling,Spling,advertising,USA,NY,New York,New York,/financial-organization/deep-fork-capital,Deep Fork Capital,,USA,CA,SF Bay,Menlo Park,angel,2011-12-05,2011,400000
/company/dataminr,Dataminr,analytics,USA,NY,New York,New York,/financial-organization/deep-fork-capital,Deep Fork Capital,,USA,CA,SF Bay,Menlo Park,series-c+,2013-06-12,2013,30000000
/company/borderfree-inc,Borderfree Inc,ecommerce,USA,NY,New York,New York,/financial-organization/delta-ventures,Delta Ventures,,ISR,,Hertzelia Pituach,Hertzelia Pituach,series-c+,2012-07-06,2012,10100000
/company/immersive-labs,IMRSV,analytics,USA,NY,New York,New York,/financial-organization/deming-center-venture-fund,Deming Center Venture Fund,,,,unknown,,other,2011-02-07,2011,20000
/company/cellfish-media,Cellfish,web,USA,NY,New York,New York,/financial-organization/desjardins-venture-capital,Desjardins Venture Capital,,CAN,,Lvis,Lvis,series-a,2006-10-01,2006,50000000
/company/sociocast-networks,Sociocast,analytics,USA,NY,New York,New York,/financial-organization/detroit-venture-partners,Detroit Venture Partners,,USA,MI,Detroit,Detroit,series-b,2011-03-01,2011,1750000
/company/stylecaster,StyleCaster,fashion,USA,NY,New York,New York City,/financial-organization/detroit-venture-partners,Detroit Venture Partners,,USA,MI,Detroit,Detroit,series-a,2011-11-28,2011,1000000
/company/sociocast-networks,Sociocast,analytics,USA,NY,New York,New York,/financial-organization/detroit-venture-partners,Detroit Venture Partners,,USA,MI,Detroit,Detroit,venture,2011-12-01,2011,1500000
/company/dynasec,easy2comply (Dynasec),software,USA,NY,New York,New York,/financial-organization/deutsche-bank,Deutsche Bank,,DEU,,Frankfurt,Frankfurt,series-a,2007-10-02,2007,1000000
/company/open-air-publishing,Open Air Publishing,education,USA,NY,New York,New York,/financial-organization/dev,DEV,,USA,NY,New York,New York,angel,2012-07-12,2012,800000
/company/sonic-notify,Sonic Notify,software,USA,NY,New York,New York,/financial-organization/dev,DEV,,USA,NY,New York,New York,series-a,2012-07-16,2012,4250000
/company/worktopia,Worktopia,enterprise,USA,NY,New York,White Plains,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2007-10-01,2007,5000000
/company/drop-io,drop.io,education,USA,NY,New York,Brooklyn,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2008-03-11,2008,3900000
/company/expotv,EXPO,games_video,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2007-07-31,2007,
/company/contextweb,ContextWeb,analytics,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-c+,2008-07-20,2008,26000000
/company/monitor110,Monitor110,web,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-c+,2006-11-01,2006,11000000
/company/medialets,Medialets,advertising,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2009-05-12,2009,4000000
/company/solvate-com,Solvate,web,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2009-08-28,2009,2300000
/company/fynanz,Fynanz,enterprise,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,other,2009-08-27,2009,1200000
/company/fynanz,Fynanz,enterprise,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2010-01-25,2010,6500000
/company/contextweb,ContextWeb,analytics,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-c+,2006-09-25,2006,15500000
/company/monitor110,Monitor110,web,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2006-09-07,2006,5000000
/company/yipit,Yipit,web,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2010-06-30,2010,1300000
/company/medialets,Medialets,advertising,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2010-08-10,2010,6000000
/company/drop-io,drop.io,education,USA,NY,New York,Brooklyn,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-c+,2010-05-03,2010,4850000
/company/totsy,Totsy,ecommerce,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2010-11-30,2010,5000000
/company/solvate-com,Solvate,web,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2011-02-16,2011,4000000
/company/solvate-com,Solvate,web,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2011-02-15,2011,4000000
/company/stellaservice,StellaService,software,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2011-03-21,2011,2000000
/company/jibe,JIBE,enterprise,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2011-05-19,2011,6000000
/company/yipit,Yipit,web,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2011-06-21,2011,6000000
/company/stellaservice,StellaService,software,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2011-11-02,2011,5000000
/company/totsy,Totsy,ecommerce,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2012-07-17,2012,18500000
/company/pickie,Pickie,fashion,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,angel,2012-10-29,2012,1000000
/company/jibe,JIBE,enterprise,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2013-02-05,2013,10000000
/company/stellaservice,StellaService,software,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-b,2013-02-27,2013,15000000
/company/dailyworth,DailyWorth,finance,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,series-a,2013-04-22,2013,1000000
/company/pulsepoint,PulsePoint,advertising,USA,NY,New York,New York,/financial-organization/dfj-gotham-ventures,DFJ Gotham Ventures,,USA,NY,New York,New York,venture,2013-01-01,2013,3000000
/company/yodle,Yodle,advertising,USA,NY,New York,New York,/financial-organization/dfj-growth,DFJ Growth,,USA,CA,SF Bay,Menlo Park,series-c+,2009-01-12,2009,10000000
/company/betaworks,betaworks,social,USA,NY,New York,New York,/financial-organization/dfj-growth,DFJ Growth,,USA,CA,SF Bay,Menlo Park,series-b,2010-03-11,2010,20000000
/company/gilt-groupe,Gilt Groupe,fashion,USA,NY,New York,New York,/financial-organization/dfj-growth,DFJ Growth,,USA,CA,SF Bay,Menlo Park,series-c+,2011-05-08,2011,138000000
/company/tumblr,Tumblr,web,USA,NY,New York,New York,/financial-organization/dfj-growth,DFJ Growth,,USA,CA,SF Bay,Menlo Park,venture,2011-09-26,2011,85000000
/company/snaps,Snaps,mobile,USA,NY,New York,New York,/financial-organization/digital-capital-advisors,Digital Capital Advisors,,USA,NY,New York,New York,series-a,2013-09-23,2013,2250000
/company/electnext,ElectNext,analytics,USA,NY,New York,New York,/financial-organization/digital-news-ventures,Digital News Ventures,,USA,NY,New York,New York,angel,2013-04-02,2013,1300000
/company/enliven-marketing-technologies,Enliven Marketing Technologies,web,USA,NY,New York,New York,/financial-organization/diker-management,Diker Management,,USA,NY,New York,New York,venture,2007-10-18,2007,10340000
/company/igaworldwide,IGA Worldwide,advertising,USA,NY,New York,New York,/financial-organization/dn-capital,DN Capital,,GBR,,London,London,series-a,2006-02-01,2006,17000000
/company/igaworldwide,IGA Worldwide,advertising,USA,NY,New York,New York,/financial-organization/dn-capital,DN Capital,,GBR,,London,London,series-b,2007-07-01,2007,25000000
/company/digital-railroad,Digital Railroad,web,USA,NY,New York,New York,/financial-organization/dn-capital,DN Capital,,GBR,,London,London,series-b,2007-02-05,2007,10000000
/company/familybuilder,Familybuilder,web,USA,NY,New York,New York,/financial-organization/dn-capital,DN Capital,,GBR,,London,London,series-a,2008-02-21,2008,1500000
/company/olx,OLX,web,USA,NY,New York,New York,/financial-organization/dn-capital,DN Capital,,GBR,,London,London,series-a,2007-09-01,2007,10000000
/company/olx,OLX,web,USA,NY,New York,New York,/financial-organization/dn-capital,DN Capital,,GBR,,London,London,series-b,2008-04-11,2008,13500000
/company/olx,OLX,web,USA,NY,New York,New York,/financial-organization/dn-capital,DN Capital,,GBR,,London,London,series-c+,2009-05-07,2009,5000000
/company/snaps,Snaps,mobile,USA,NY,New York,New York,/financial-organization/dolgen-ventures,Dolgen Ventures,,USA,CA,San Diego,Coronado,series-a,2013-09-23,2013,2250000
/company/bolt-solutions,BOLT Solutions,software,USA,NY,New York,New York,/financial-organization/dolphin-equity-partners,Dolphin Equity Partners,,USA,NY,New York,New York,series-c+,2006-08-11,2006,11500000
/company/mimeo,Mimeo,web,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-a,2007-09-01,2007,25000000
/company/yodle,Yodle,advertising,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-b,2007-11-01,2007,12000000
/company/contextweb,ContextWeb,analytics,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-c+,2008-07-20,2008,26000000
/company/monitor110,Monitor110,web,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-c+,2006-11-01,2006,11000000
/company/meetup,Meetup,web,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-c+,2006-03-09,2006,4500000
/company/yodle,Yodle,advertising,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-c+,2009-01-12,2009,10000000
/company/fynanz,Fynanz,enterprise,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-a,2010-01-25,2010,6500000
/company/yodle,Yodle,advertising,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-c+,2010-02-01,2010,10000002
/company/contextweb,ContextWeb,analytics,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-c+,2006-09-25,2006,15500000
/company/monitor110,Monitor110,web,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,series-b,2006-09-07,2006,5000000
/company/opinionaided,Thumb,mobile,USA,NY,New York,New York,/financial-organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),,USA,CA,SF Bay,Menlo Park,angel,2011-03-02,2011,1200000
